,L,R,F,M,C
43248,48,348,3,4825,0.7
43249,25,61,4,3732,0.905
43250,77,4,4,4030,0.8379925559999999
43251,25,147,5,8260,0.408813559
43252,26,105,2,4130,0.817506053
43253,14,14,4,4728,0.7140757190000001
43254,18,532,2,6138,0.55
43255,13,22,6,7245,0.46594755
43256,30,35,2,7672,0.44
43257,33,582,3,5036,0.670274027
43258,48,293,5,7369,0.458044511
43259,18,559,2,5870,0.575
43260,26,464,6,5889,0.573102394
43261,46,19,4,4163,0.81063656
43262,80,224,4,5948,0.567301614
43263,91,165,10,4130,0.8170000000000001
43264,15,430,2,4219,0.799668168
43265,56,28,6,7125,0.473505965
43266,68,217,4,4040,0.835
43267,85,428,4,6018,0.5605350610000001
43268,22,544,5,4666,0.722781826
43269,79,140,5,3815,0.884
43270,77,164,4,4904,0.687687602
43271,57,30,8,4296,0.785
43272,20,41,4,6080,0.554634868
43273,37,159,5,6746,0.49986807
43274,33,135,6,4746,0.7105077959999999
43275,17,79,3,4632,0.727957686
43276,16,44,3,6211,0.5428095310000001
43277,36,708,2,3966,0.85
43278,35,590,2,3966,0.85
43279,72,111,4,5440,0.619628676
43280,19,127,3,6532,0.5160333739999999
43281,80,121,5,5759,0.585235284
43282,35,563,4,4992,0.6751201920000001
43283,106,271,7,7609,0.442895256
43284,50,2,5,6029,0.558948416
43285,86,193,3,4382,0.768984482
43286,48,39,3,4114,0.819056879
43287,26,78,5,5486,0.614207073
43288,26,70,4,5740,0.5869895470000001
43289,17,12,11,4378,0.769584285
43290,55,612,2,4099,0.821956575
43291,44,206,3,4652,0.7242411870000001
43292,13,150,5,4946,0.681168621
43293,39,576,4,5428,0.620642962
43294,39,29,6,7683,0.438471951
43295,52,127,3,4125,0.816666667
43296,29,394,3,4125,0.816666667
43297,15,120,5,4641,0.7257897
43298,87,427,4,3565,0.9448246840000001
43299,81,75,4,3732,0.9025
43300,17,113,4,3732,0.9025
43301,63,512,3,3695,0.91150203
43302,54,598,4,5072,0.6639787070000001
43303,39,127,4,6933,0.485742103
43304,24,62,4,9223,0.36513498899999997
43305,101,20,4,3770,0.893259947
43306,27,217,5,5863,0.574378305
43307,70,608,3,3902,0.8629420809999999
43308,69,707,2,4475,0.752424581
43309,39,354,2,4644,0.725
43310,13,162,2,4644,0.725
43311,18,28,4,4537,0.7420828740000001
43312,37,109,3,5192,0.648464946
43313,65,115,2,4046,0.832011864
43314,104,34,3,4410,0.763278912
43315,23,284,3,4590,0.7333333329999999
43316,36,97,6,4458,0.755
43317,35,600,4,4617,0.728958198
43318,73,178,2,7061,0.476643535
43319,65,32,7,4766,0.706047
43320,80,145,4,4178,0.805378171
43321,28,49,2,3752,0.8967857140000001
43322,108,277,2,4154,0.81
43323,51,258,2,4154,0.81
43324,23,595,2,4078,0.825
43325,12,312,4,4219,0.797357194
43326,27,146,6,7138,0.471232838
43327,25,108,5,4378,0.7683074459999999
43328,59,193,4,4233,0.794613749
43329,40,10,5,9835,0.342
43330,25,8,4,5686,0.591537109
43331,38,265,5,3640,0.924
43332,70,39,4,5430,0.619392265
43333,34,21,6,6060,0.555
43334,94,484,5,6142,0.547590361
43335,19,172,5,6773,0.49649343
43336,100,84,6,6921,0.485857535
43337,66,479,3,5149,0.653029715
43338,27,54,3,4733,0.7103697440000001
43339,24,456,2,4844,0.6940545
43340,57,157,5,5327,0.631094425
43341,36,688,5,5211,0.645135291
43342,106,90,3,5049,0.665818974
43343,13,152,3,3924,0.856666667
43344,94,138,4,6928,0.48511114299999997
43345,36,32,4,5118,0.656631497
43346,16,410,4,4246,0.7913801220000001
43347,66,308,5,7089,0.47399492200000004
43348,28,126,4,5054,0.664817966
43349,19,140,3,4125,0.8144436359999999
43350,60,269,4,6022,0.5578728000000001
43351,74,123,7,8187,0.410290705
43352,108,332,6,5253,0.63942509
43353,45,11,6,5236,0.6414801379999999
43354,20,104,3,4648,0.722581756
43355,25,203,2,3786,0.887068146
43356,79,15,5,4120,0.8151432040000001
43357,76,588,4,3792,0.8856012659999999
43358,48,305,4,3404,0.986392479
43359,64,101,2,2904,1.156126033
43360,15,362,3,7040,0.476875
43361,38,556,4,5474,0.613262696
43362,17,447,3,6294,0.533333333
43363,55,139,7,6449,0.520463638
43364,73,140,4,4236,0.7923394709999999
43365,48,417,6,6027,0.556885681
43366,23,81,4,4636,0.723968939
43367,20,208,2,5786,0.58
43368,43,606,3,5059,0.663332674
43369,26,63,4,5424,0.618672566
43370,85,270,3,4020,0.8346417909999999
43371,102,126,3,5382,0.623411371
43372,86,589,3,3471,0.966637857
43373,15,98,5,3879,0.864921371
43374,41,36,3,4845,0.692416925
43375,13,9,3,4338,0.773333333
43376,66,374,4,4993,0.6718205490000001
43377,50,448,3,6509,0.5153402979999999
43378,97,32,5,5520,0.607657609
43379,32,468,4,5002,0.670371851
43380,80,120,4,6291,0.532869178
43381,15,284,4,7165,0.467849267
43382,28,507,5,3740,0.896243316
43383,50,39,3,3297,1.016666667
43384,52,103,2,4335,0.773176471
43385,13,51,7,5110,0.655878669
43386,89,91,5,6876,0.48735602100000003
43387,12,38,6,7060,0.474626062
43388,40,198,4,5023,0.6670734620000001
43389,84,185,3,3582,0.935410385
43390,30,147,3,5261,0.63687892
43391,30,57,2,4268,0.785
43392,12,349,4,4255,0.78733255
43393,14,125,2,3819,0.8772008379999999
43394,36,521,5,3350,1.0
43395,23,163,3,3826,0.87558024
43396,57,554,4,4616,0.7256715770000001
43397,75,245,3,3764,0.889867163
43398,95,133,5,5617,0.596280933
43399,66,131,6,5332,0.628135784
43400,19,569,4,5452,0.6142791639999999
43401,25,412,2,4024,0.832256461
43402,113,122,3,6670,0.502005997
43403,112,180,4,5446,0.614706206
43404,78,638,6,5112,0.6547535210000001
43405,53,23,5,4838,0.691829268
43406,26,306,5,4015,0.8336363640000001
43407,79,17,12,6198,0.540019361
43408,95,437,4,4333,0.772420955
43409,26,342,3,4706,0.711187845
43410,46,152,3,7053,0.474515809
43411,48,97,3,3875,0.863643871
43412,38,140,4,4517,0.7408744740000001
43413,52,191,6,5730,0.584010471
43414,57,204,3,2724,1.228318649
43415,44,209,4,5132,0.6519602489999999
43416,20,116,6,6452,0.518549287
43417,23,34,4,3966,0.8435854770000001
43418,72,36,3,5054,0.661974674
43419,25,314,2,4410,0.758628118
43420,14,440,2,3186,1.05
43421,88,172,4,3765,0.888414343
43422,24,98,3,4615,0.724723727
43423,79,65,4,7511,0.44527892399999996
43424,97,342,3,2873,1.1640097459999998
43425,16,35,6,4957,0.674633851
43426,47,117,5,4326,0.7729865929999999
43427,40,501,2,3934,0.85
43428,47,590,2,3934,0.85
43429,21,598,3,16166,0.206847705
43430,14,10,3,5901,0.566666667
43431,19,529,2,3934,0.85
43432,38,402,2,3934,0.85
43433,20,620,2,3934,0.85
43434,15,9,2,3934,0.85
43435,56,38,4,6274,0.532892891
43436,41,40,3,4373,0.764504917
43437,69,22,6,6060,0.551666667
43438,40,297,4,7142,0.46799636
43439,15,253,3,5731,0.583217589
43440,23,622,6,3894,0.8583333329999999
43441,23,512,4,4180,0.799605263
43442,85,14,5,4644,0.719702842
43443,36,168,6,5849,0.571407078
43444,25,34,3,4361,0.766374685
43445,55,34,4,5162,0.647413793
43446,28,184,3,5341,0.625706796
43447,55,67,3,2370,1.41
43448,70,259,3,3839,0.870455848
43449,81,483,5,4246,0.786917098
43450,70,22,11,4543,0.735454545
43451,78,54,2,3720,0.898145161
43452,35,150,4,4756,0.7025
43453,27,37,2,4986,0.67
43454,64,563,3,3518,0.949573621
43455,25,1,3,4888,0.683355155
43456,35,47,8,6734,0.496011286
43457,101,7,6,5598,0.596666667
43458,12,137,3,7890,0.423333333
43459,16,472,2,5344,0.625
43460,104,607,2,5344,0.625
43461,14,405,2,5344,0.625
43462,103,191,2,5344,0.625
43463,66,47,3,6776,0.49291322299999996
43464,12,264,4,3565,0.936762973
43465,40,450,4,4303,0.775993493
43466,76,215,5,6140,0.543824104
43467,31,39,5,6918,0.482645273
43468,53,571,2,5342,0.625
43469,14,149,2,5342,0.625
43470,13,39,3,4100,0.814307317
43471,29,258,4,5831,0.572560453
43472,83,316,3,5042,0.66210829
43473,32,106,4,4364,0.7649358390000001
43474,38,20,4,6610,0.505
43475,51,198,4,6450,0.5174279070000001
43476,22,618,4,8379,0.398305287
43477,40,136,3,5214,0.64
43478,23,69,10,6900,0.48359275399999996
43479,38,407,2,5609,0.5948297379999999
43480,32,16,4,5430,0.614430939
43481,47,327,3,7920,0.42125
43482,60,15,3,6855,0.4866666670000001
43483,27,103,5,6612,0.5045220810000001
43484,109,226,5,4274,0.7804866640000001
43485,25,518,3,4479,0.74474213
43486,53,373,7,4699,0.7098318790000001
43487,13,354,4,5232,0.6375
43488,19,588,2,6064,0.55
43489,41,8,2,5427,0.614496038
43490,17,530,2,4764,0.7
43491,33,360,3,5067,0.6580521020000001
43492,28,205,5,6064,0.549774077
43493,40,66,4,5419,0.615200221
43494,17,237,6,4262,0.782029564
43495,42,425,4,4040,0.825
43496,41,123,3,5103,0.653004115
43497,69,431,3,4535,0.7347298790000001
43498,54,478,4,3332,1.0
43499,15,454,2,4843,0.687951683
43500,15,454,2,4843,0.687951683
43501,45,608,9,6794,0.49035178100000004
43502,15,411,3,4118,0.808936377
43503,42,225,8,6393,0.521057407
43504,27,564,4,6318,0.527200063
43505,75,1,5,5711,0.583193836
43506,47,48,2,4766,0.698787243
43507,18,248,3,4591,0.7252711829999999
43508,41,120,4,5040,0.660644841
43509,41,89,6,4505,0.7390899000000001
43510,96,253,7,3759,0.8857142859999999
43511,13,204,6,9500,0.35044000000000003
43512,15,460,4,6616,0.5031892379999999
43513,79,14,5,3614,0.920982291
43514,55,124,3,3441,0.9672304559999999
43515,20,108,4,4169,0.798311346
43516,89,24,4,5500,0.605018182
43517,104,448,3,3973,0.8375409009999999
43518,80,60,2,5786,0.575
43519,23,241,2,4383,0.759048597
43520,48,352,2,4520,0.735984513
43521,70,25,3,4338,0.7666666670000001
43522,37,374,3,4338,0.7666666670000001
43523,17,496,2,3908,0.8509979529999999
43524,24,154,3,5813,0.572093583
43525,15,5,3,4511,0.737115939
43526,91,9,3,5745,0.578771105
43527,12,85,4,6994,0.475397484
43528,89,63,4,4747,0.700374974
43529,40,390,6,6001,0.553974338
43530,26,245,6,6578,0.505364853
43531,81,212,3,5901,0.563333333
43532,80,14,2,3934,0.845
43533,66,164,2,3934,0.845
43534,14,1,2,3934,0.845
43535,105,269,3,5901,0.563333333
43536,29,36,7,4615,0.720307692
43537,20,210,2,2878,1.155
43538,95,554,2,4338,0.766251729
43539,84,99,2,5374,0.618518794
43540,29,172,2,6658,0.499209973
43541,25,369,3,5506,0.603586996
43542,56,14,2,4154,0.8
43543,19,400,4,8308,0.4
43544,19,402,2,4154,0.8
43545,49,644,2,4154,0.8
43546,78,476,2,4154,0.8
43547,18,402,2,4154,0.8
43548,73,357,3,3990,0.832781955
43549,26,187,6,10362,0.320662034
43550,77,331,3,3881,0.856145323
43551,47,194,2,2852,1.165
43552,56,555,3,7387,0.449708948
43553,50,114,4,4714,0.7046139159999999
43554,67,24,4,4714,0.7045396690000001
43555,25,264,3,5109,0.65
43556,32,185,3,4475,0.742044693
43557,63,657,3,4368,0.7600961540000001
43558,91,284,2,4288,0.774188433
43559,24,579,5,4080,0.813602941
43560,34,20,5,6557,0.506182706
43561,56,551,2,3736,0.8883832979999999
43562,30,557,4,3876,0.85624355
43563,69,291,5,7649,0.433865865
43564,52,14,4,5377,0.617087595
43565,14,134,3,4082,0.812765801
43566,104,697,3,5416,0.612573855
43567,31,625,3,5416,0.612573855
43568,46,85,5,4911,0.6755528409999999
43569,105,632,3,4840,0.685433884
43570,20,594,2,7319,0.45320399
43571,51,12,4,3547,0.934990133
43572,112,514,6,5144,0.644712286
43573,68,86,5,6478,0.511901822
43574,36,152,4,3761,0.881637862
43575,17,330,2,3315,1.0
43576,27,387,3,4089,0.810711665
43577,62,206,3,5185,0.639265188
43578,71,41,3,4164,0.795996638
43579,14,28,6,6394,0.5183015329999999
43580,72,108,5,6308,0.525332911
43581,22,205,4,5541,0.597989533
43582,25,296,2,5344,0.62
43583,13,69,4,6421,0.515999066
43584,16,146,5,4712,0.7031196940000001
43585,103,296,4,5223,0.6343174420000001
43586,73,88,2,5100,0.649541176
43587,34,59,4,5736,0.5775
43588,38,23,4,4961,0.667641605
43589,97,1,4,4628,0.7155704409999999
43590,23,113,4,5277,0.627557324
43591,31,38,3,3848,0.860600312
43592,114,224,3,5796,0.571325052
43593,61,11,2,4300,0.77
43594,40,239,6,5740,0.5767979089999999
43595,41,102,5,4729,0.7000761259999999
43596,41,584,2,2665,1.242213884
43597,14,356,3,4827,0.685705407
43598,55,257,4,3641,0.9090359790000001
43599,48,195,5,4774,0.693294931
43600,32,441,3,5034,0.6574692089999999
43601,29,103,3,4467,0.7409021709999999
43602,65,383,3,5182,0.638546893
43603,29,162,3,4503,0.7346746609999999
43604,13,72,3,5654,0.585100814
43605,30,637,4,3591,0.921191869
43606,95,255,3,3448,0.9593967520000001
43607,82,10,3,4860,0.68063786
43608,43,701,3,3789,0.872987596
43609,61,43,4,4731,0.699156627
43610,31,695,2,4268,0.775
43611,32,397,2,4268,0.775
43612,12,125,3,4827,0.685199917
43613,24,420,3,4987,0.663154201
43614,42,75,6,4028,0.820930983
43615,103,459,4,5591,0.591334287
43616,82,71,8,5567,0.5938818029999999
43617,26,98,4,3602,0.9178567459999999
43618,40,14,3,5211,0.6343600079999999
43619,20,188,2,2595,1.2735452790000001
43620,45,318,5,5712,0.578571429
43621,24,432,3,5973,0.5532898039999999
43622,18,18,4,4152,0.795905588
43623,70,86,3,3943,0.838085214
43624,18,162,4,7611,0.43415451299999996
43625,13,61,2,4654,0.71
43626,92,49,3,4576,0.722043269
43627,35,74,3,5009,0.659624676
43628,18,226,4,4928,0.670450487
43629,38,51,6,8206,0.402583476
43630,23,367,3,4523,0.730289631
43631,41,131,5,4954,0.666481631
43632,58,43,2,4391,0.751844682
43633,48,131,4,3720,0.887419355
43634,28,106,3,5279,0.62528888
43635,30,114,3,6135,0.53803586
43636,38,567,3,4401,0.75
43637,69,1,6,3456,0.955
43638,20,477,4,8087,0.408105602
43639,57,334,6,3474,0.95
43640,17,519,2,6600,0.5
43641,75,247,3,3963,0.832510724
43642,14,89,5,7876,0.418876333
43643,37,195,4,4409,0.7482218190000001
43644,20,453,4,4855,0.679423275
43645,87,647,2,4256,0.775
43646,47,18,4,4477,0.736738888
43647,17,2,6,4002,0.8241429290000001
43648,21,462,5,5352,0.616255605
43649,31,94,3,4168,0.7913075820000001
43650,32,128,4,5874,0.561474293
43651,73,16,3,3337,0.9883308359999999
43652,40,620,2,4122,0.8
43653,71,12,3,6753,0.488274841
43654,40,475,5,5449,0.6050100939999999
43655,86,121,7,5320,0.619631579
43656,61,276,7,5256,0.627161339
43657,29,387,5,6386,0.51616818
43658,29,554,3,3427,0.961832507
43659,38,75,3,3924,0.84
43660,15,20,6,5838,0.5644912639999999
43661,23,234,4,4821,0.6835407590000001
43662,62,124,3,4751,0.6935781940000001
43663,13,404,2,7322,0.45
43664,63,138,3,6336,0.52
43665,111,301,4,7209,0.457021778
43666,72,74,2,2492,1.3218539329999999
43667,19,397,8,6100,0.54
43668,15,142,5,3711,0.8875478309999999
43669,66,360,6,5238,0.628751432
43670,84,100,5,6075,0.5421102879999999
43671,36,280,2,4179,0.788033022
43672,41,710,2,3560,0.925
43673,27,634,3,5340,0.6166666670000001
43674,79,147,5,7234,0.455131324
43675,69,296,3,7783,0.423005268
43676,71,284,4,3929,0.8379231359999999
43677,70,50,5,5181,0.635354179
43678,46,611,5,3389,0.971274712
43679,56,405,5,4334,0.75943701
43680,38,519,4,5134,0.64108882
43681,34,39,7,3898,0.8442688559999999
43682,26,336,4,4316,0.7625
43683,57,2,2,4445,0.7402632170000001
43684,41,260,2,4570,0.72
43685,46,276,5,4980,0.660706827
43686,68,12,3,5140,0.640103113
43687,29,678,3,4200,0.783333333
43688,17,397,3,4220,0.779620853
43689,26,72,4,6866,0.479172735
43690,15,207,4,4457,0.738065964
43691,24,526,5,7791,0.422217944
43692,20,103,10,6780,0.485150442
43693,69,170,4,6038,0.54469692
43694,18,289,3,3528,0.9320521540000001
43695,18,357,3,2192,1.5
43696,29,377,3,4062,0.809453471
43697,51,208,4,3748,0.877243863
43698,81,29,5,6070,0.541660626
43699,13,255,2,3421,0.9610727859999999
43700,23,314,5,3698,0.889048134
43701,17,513,2,7306,0.45
43702,56,24,3,4396,0.7478821659999999
43703,19,236,3,5280,0.622643939
43704,56,596,3,5315,0.6185136410000001
43705,82,624,3,5315,0.6185136410000001
43706,75,101,3,6248,0.526133163
43707,28,268,5,5712,0.5754814429999999
43708,43,192,5,6317,0.520278613
43709,100,135,4,6255,0.525419664
43710,26,229,2,4382,0.75
43711,63,50,2,3664,0.8968422490000001
43712,35,587,4,5034,0.652741359
43713,12,281,3,4659,0.7051878090000001
43714,37,201,6,4911,0.668926899
43715,14,91,4,5644,0.582023388
43716,80,38,2,3934,0.835
43717,100,171,2,3934,0.835
43718,43,5,2,3934,0.835
43719,65,253,2,3934,0.835
43720,33,161,2,3167,1.037069782
43721,27,476,4,3481,0.9434645220000001
43722,15,34,4,5527,0.594183101
43723,69,233,5,3339,0.9834681040000001
43724,18,227,4,3818,0.86003143
43725,63,34,3,4047,0.811265135
43726,52,192,7,6287,0.522182281
43727,13,304,2,4182,0.785
43728,66,132,4,4004,0.81978022
43729,56,107,3,5764,0.569413602
43730,51,50,3,4137,0.793333333
43731,13,50,3,4137,0.793333333
43732,36,42,4,3844,0.853761707
43733,89,222,2,4225,0.7767218929999999
43734,82,21,5,6567,0.49971828799999995
43735,109,284,5,6423,0.510892106
43736,24,662,2,5966,0.55
43737,65,384,5,4760,0.689296218
43738,24,328,5,4888,0.671245908
43739,82,493,4,5458,0.6011359470000001
43740,88,250,4,3728,0.879991953
43741,24,48,3,3651,0.898545604
43742,12,317,4,4796,0.684017932
43743,49,81,5,4051,0.809790175
43744,102,209,4,6302,0.520493494
43745,12,225,4,5202,0.630545944
43746,25,123,4,4987,0.657718067
43747,41,464,5,4462,0.7350963690000001
43748,72,23,7,4193,0.782215597
43749,40,157,2,4175,0.785578443
43750,49,85,5,8787,0.373234323
43751,25,41,3,6693,0.49
43752,22,645,3,4569,0.7177062809999999
43753,12,57,4,5420,0.605
43754,58,33,4,6343,0.516911556
43755,72,3,7,8251,0.397296085
43756,18,83,5,4700,0.6974085109999999
43757,39,579,7,4549,0.720488019
43758,43,258,5,5151,0.636282275
43759,87,514,6,3894,0.841666667
43760,18,60,3,6155,0.532365556
43761,18,188,6,3929,0.8338941209999999
43762,32,38,3,5164,0.63443261
43763,38,83,8,8366,0.3916029170000001
43764,12,189,3,11700,0.28
43765,39,427,3,5324,0.6152704729999999
43766,46,315,4,4031,0.81262714
43767,17,144,4,5723,0.572351913
43768,81,380,2,6238,0.525
43769,48,261,4,5734,0.571114405
43770,70,591,4,6250,0.5239520000000001
43771,36,34,3,5134,0.637806778
43772,21,212,5,4573,0.71597857
43773,77,312,4,3492,0.9375
43774,15,374,2,4092,0.8
43775,69,633,4,4746,0.689749263
43776,25,10,2,5644,0.58
43777,61,187,3,5602,0.5843323810000001
43778,40,94,5,6606,0.4955222520000001
43779,22,125,3,4175,0.7840287429999999
43780,43,76,5,6266,0.5223683370000001
43781,67,6,5,5665,0.577729921
43782,51,58,4,5834,0.560982173
43783,56,1,6,4779,0.684699728
43784,44,200,4,3908,0.837297851
43785,16,27,11,3938,0.830909091
43786,28,720,3,3272,1.0
43787,69,294,5,7355,0.44478042100000004
43788,26,298,5,4225,0.774236686
43789,20,260,5,5271,0.620557769
43790,19,12,5,4450,0.7350247190000001
43791,86,152,3,5164,0.633359799
43792,114,469,3,4969,0.658200845
43793,22,465,4,6515,0.501995395
43794,30,43,5,5667,0.577081348
43795,102,261,3,3498,0.934842767
43796,84,329,3,3924,0.833333333
43797,37,629,2,2616,1.25
43798,12,23,5,6504,0.502767528
43799,19,349,4,3593,0.910075146
43800,19,75,4,3992,0.819100701
43801,94,593,4,4715,0.693361612
43802,67,21,3,6329,0.5164765370000001
43803,41,220,4,5522,0.591932271
43804,22,681,2,4852,0.6736397359999999
43805,30,36,4,6906,0.47323342
43806,34,139,5,8195,0.398789506
43807,26,470,4,5380,0.6074163570000001
43808,15,427,3,4764,0.685946683
43809,98,658,3,4318,0.7567855490000001
43810,61,319,4,4632,0.705440415
43811,12,370,3,5857,0.55782824
43812,45,124,5,4815,0.6783177570000001
43813,48,12,3,6425,0.508340856
43814,25,72,4,6423,0.508497587
43815,82,127,4,4774,0.6841139509999999
43816,37,242,5,6825,0.47849377299999996
43817,34,34,5,5147,0.634451137
43818,29,314,2,4354,0.75
43819,22,677,2,4354,0.75
43820,68,28,2,4096,0.797231445
43821,51,25,2,3934,0.83
43822,94,62,2,3934,0.83
43823,18,426,2,2550,1.280392157
43824,26,242,3,4823,0.67691893
43825,48,49,6,7422,0.439784425
43826,16,278,2,3990,0.818015038
43827,83,5,4,4721,0.691334463
43828,51,499,4,4618,0.7067453440000001
43829,27,48,2,3347,0.975109053
43830,32,50,7,8674,0.376232419
43831,15,19,4,4406,0.740674081
43832,29,47,5,5284,0.61759084
43833,97,394,5,4944,0.660042476
43834,61,115,5,5198,0.6277549060000001
43835,13,266,2,4010,0.813710723
43836,14,73,5,9681,0.337040595
43837,49,184,4,5121,0.6371118920000001
43838,23,547,2,4078,0.8
43839,23,540,2,4078,0.8
43840,23,553,2,4078,0.8
43841,23,538,2,4078,0.8
43842,17,506,2,4078,0.8
43843,16,60,3,4799,0.679697854
43844,30,699,3,3426,0.9520140109999999
43845,82,171,3,3951,0.825259428
43846,42,87,9,4932,0.661111111
43847,80,505,4,5452,0.597982392
43848,19,157,5,5911,0.551537811
43849,72,64,2,3964,0.822396569
43850,25,87,4,5523,0.5902317579999999
43851,12,363,5,4200,0.7761428570000001
43852,14,35,5,5809,0.561106903
43853,57,307,4,6188,0.5266968329999999
43854,16,28,5,4820,0.676182573
43855,36,149,3,4906,0.664313086
43856,16,112,3,4590,0.71
43857,98,128,3,3956,0.8237664309999999
43858,29,70,3,4675,0.696962567
43859,17,214,4,5498,0.592619134
43860,14,67,2,5870,0.555
43861,20,159,5,4550,0.716
43862,32,30,4,4793,0.67968913
43863,17,156,3,3924,0.83
43864,19,188,6,7848,0.415
43865,25,215,5,5528,0.589117221
43866,21,121,2,5637,0.577690261
43867,100,24,6,5020,0.648665339
43868,16,78,4,4044,0.805182987
43869,46,10,4,5470,0.595212066
43870,39,175,5,4149,0.784714389
43871,63,519,3,5418,0.600913621
43872,14,83,4,4912,0.662780945
43873,41,56,5,3749,0.868383569
43874,102,198,2,4252,0.765651458
43875,43,502,6,3545,0.918307475
43876,18,108,2,4161,0.7822422490000001
43877,17,99,3,5258,0.619037657
43878,78,362,3,6873,0.473548669
43879,43,99,5,3745,0.8690520690000001
43880,50,427,2,2321,1.402197329
43881,50,72,4,4698,0.692705407
43882,55,623,2,4038,0.8059187720000001
43883,13,182,4,4570,0.711997812
43884,66,171,5,8138,0.399819366
43885,54,88,4,5897,0.5517381720000001
43886,71,137,4,5144,0.6325
43887,24,664,2,3668,0.886750273
43888,87,73,5,5499,0.591463903
